,search_term,_ - eng_search_key,Class,_ - url,_ - Название,Comment on relevancs,_ - Номер ГИМ,_ - Отдел/коллекция,_ - Инвентарный номер,_ - Датировка,_ - Размер,"_ - Материал, техника",_ - Номер ГК,_ - Ключевые слова,_ - Место создания,Contemporary_Toponyms,fcodeName,toponymName,coordinates,lat,long,Country,geonames 3,"_ - Автор, мастер/Изготовитель",_ - Шифр ОПИ,_ - Комплект,_ - Место находки,_ - Формат,"_ - Лист, страницы",_ - Археологический памятник,_ - Персоналии,_ - Многотомное издание: автор,_ - Многотомное издание: Название,_ - Экспозиция,_ - Выставки,_ - Альбомы,_ - Аннотация
163,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816717?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=179,Конверт-авиа к письму Любецкой Э.М. с адресами корреспондента и адресата.,,ГИМ 114846/1336,Письменные источники/Письменные источники,Арх. 6988,19 февраля 1990 г.,"Лист 1 - конверт: 10,1х22,8 см; лист 2 - марка: 2,6х3,5 см","Бумага, черная шариковая ручка, печать типографская, рукопись",25570294.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
164,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816718?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=180,Письмо к Розановой М.А. и ее семье в Москву (СССР) от Любецкой Э.М. из г. Тель-Авива.,,ГИМ 114846/1337,Письменные источники/Письменные источники,Арх. 6988,6 марта 1990 г.,"24,1х20,5 см","Бумага, черная шариковая ручка, рукопись",25570543.0,СССР,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
165,израильский,Israeli,Jewish,https://catalog.shm.ru/entity/OBJECT/5816719?query=%D0%B8%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9&index=1,Вырезка из израильской газеты «Новая панорама».,,ГИМ 114846/1338,Письменные источники/Письменные источники,Арх. 6988,4 марта 1990 г.,"Лист 1: 40х23 см; лист 2: 33,8х11,8 см","Бумага, печать типографская",25570263.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
166,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816720?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=182,Конверт-авиа к письму и газетной вырезке Любецкой Э.М. с адресами корреспондента и адресата.,,ГИМ 114846/1339,Письменные источники/Письменные источники,Арх. 6988,6 марта 1990 г.,"Лист 1 - конверт: 10,4х22,8 см; лист 2 - марка: 2,5х2 см; лист 3 - марка: 2,5х3 см; лист 4 - марка: 2х2,9 см","Бумага, черная шариковая ручка, печать типографская, рукопись",25570547.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
167,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816721?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=183,Письмо к Розановой М.А. в Москву (СССР) от Любецкой Э.М. из Тель-Авива.,,ГИМ 114846/1340,Письменные источники/Письменные источники,Арх. 6988,15 марта 1990 г.,"24,1х20,5 см","Бумага, синяя шариковая ручка, рукопись",25570660.0,СССР,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
168,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816722?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=184,Конверт к письму Любецкой Э.М. с московским адресом Розановой М.А.,,ГИМ 114846/1341,Письменные источники/Письменные источники,Арх. 6988,15 марта 1990 г.,"10х22,3 см","Бумага, синяя шариковая ручка, рукопись",25570544.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
169,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816723?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=185,Письмо к Розановой М.А. в Москву (СССР) от Любецкой Э.М. из Тель-Авива.,,ГИМ 114846/1342,Письменные источники/Письменные источники,Арх. 6988,1 апреля 1990 г.,"24х20,6 см","Бумага, синяя шариковая ручка, рукопись",25570295.0,СССР,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
170,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816724?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=186,Конверт-авиа к письму Любецкой Э.М. с московским адресом Розановой М.А.,,ГИМ 114846/1343,Письменные источники/Письменные источники,Арх. 6988,1 апреля 1990 г.,"Лист 1 - конверт: 10,4х22,5 см; лист 2 - марка: 2,5х3,5 см","Бумага, синяя шариковая ручка, печать типографская, рукопись",25570678.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
171,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816725?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=187,Письмо к Розановой М.А. в Москву (СССР) от Любецкой Э.М. из Тель-Авива.,,ГИМ 114846/1344,Письменные источники/Письменные источники,Арх. 6988,19 апреля 1990 г.,"21,5х16,2 см","Бумага-калька, синяя, черная шариковая ручка, рукопись",25570291.0,СССР,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
172,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816726?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=188,Конверт-авиа к письму Любецкой Э.М. с московским адресом Розановой М.А.,,ГИМ 114846/1345,Письменные источники/Письменные источники,Арх. 6988,19 апреля 1990 г.,"Лист 1: 10,5х23,4 см; лист 2: 2,5х3,5 см","Бумага, синяя шариковая ручка, печать типографская, рукопись",25570326.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
173,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816727?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=189,Письмо к Розановой М.А. в Москву (СССР) от Любецкой Э.М. из Тель-Авива.,,ГИМ 114846/1346,Письменные источники/Письменные источники,Арх. 6988,22 апреля 1990 г.,"24,2х20,5 см","Бумага, синяя шариковая ручка, рукопись",25570674.0,СССР,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
174,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816730?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=190,Письмо к Розановой М.А. и ее семье в Москву (СССР) от Любецкой Э.М. из Тель-Авива.,,ГИМ 114846/1349,Письменные источники/Письменные источники,Арх. 6988,6 мая 1990 г.,"Лист 1-2: 24,2х20,5 см; лист 3-5: 21,6х16,3 см","Бумага, бумага-калька, чернила синие, рукопись",25570163.0,чернила СССР,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
175,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816731?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=191,Вырезка из газеты «Спутник» со статьей Гилы Разин «Аспирин – спасение или опасность?» с рукописной припиской Любецкой Э.М. для Розановой М.А.,,ГИМ 114846/1350,Письменные источники/Письменные источники,Арх. 6988,7 мая 1990 г.,"23,7х33,4х28,7 см","Бумага, синяя шариковая ручка, печать типографская, рукописная приписка",25570550.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
176,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816732?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=192,Конверт-авиа к письму с газетной вырезкой Любецкой Э.М. от 7 мая 1990 г. с московским адресом Розановой М.А.,,ГИМ 114846/1351,Письменные источники/Письменные источники,Арх. 6988,6-7 мая 1990 г.,"10,5х24 см","Бумага, синяя шариковая ручка, печать типографская, рукопись",25570266.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
177,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816733?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=193,Письмо к Розановой М.А. в Москву (СССР) от Любецкой Э.М. из Тель-Авива.,,ГИМ 114846/1352,Письменные источники/Письменные источники,Арх. 6988,25 мая 1990 г.,"24,2х20,6 см","Бумага, синяя шариковая ручка, рукопись",25570222.0,СССР,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
178,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816734?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=194,Конверт-авиа к письму Любецкой Э.М. от 25 мая 1990 г. с адресами корреспондента и адресата.,,ГИМ 114846/1353,Письменные источники/Письменные источники,Арх. 6988,25 мая 1990 г.,"Лист 1 - конверт: 10х23,3 см; лист 2 - марка авиа: 1,9х3,4 см; лист 3,5,6 - марки: 2,5х2 см; лист 4: 3,3х2 см","Бумага, синяя шариковая ручка, печать типографская, рукопись",25570298.0,,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
179,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816737?page=4&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=195,Письмо к Розановой М.А. и ее семье в Москву (СССР) от Любецкой Э.М. из Тель-Авива.,,ГИМ 114846/1356,Письменные источники/Письменные источники,Арх. 6988,20 сентября 1990 г.,"24,3х20,5 см","Бумага, черная шариковая ручка, рукопись",25570251.0,СССР,"Ближний Восток, Израиль",Израиль,independent political entity,State of Israel,"31.5,34.75",31.5,34.75,Israel,"country, state, region,...",,Ф.344,,,,,,,,,,,,
