,Reg number,Museum number,url,subject,query,Object type,Title,Type 1,Type 2,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Find|ProductionLocation,Toponym,"lat,lng",Production place - comment,Find spot 2,Find spot - comments,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Add ids,Cat no,Banknote serial number,Joined objects,Image
621,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2306,armenian,armenia,stamp-seal,,,,,,"Stamp-seal; black stone with mottled green; loop for suspension on top of seal; seated figure in front of table, extending arm to bowl(?) on table, linear pattern below.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,stone,,,engraved,Diameter: 10 millimetres; Height: 10.50 millimetres,,,,Not on display,,,,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1030 (Lambert Collection Number),,,,
622,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2315,armenian,armenia,stamp-seal,,,,,,"Bifacial stamp-seal, oval with convex faces; fawn coloured stone; side a) two recumbent quadrupeds tête-bêche; side b) three recumbent quadrupeds in circle.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,stone,,,engraved,Height: 11 millimetres; Length: 14 millimetres; Width: 17 millimetres,,,,Not on display,,,mammal,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1264 (Lambert Collection Number),,,,
623,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2298,armenian,armenia,stamp-seal,,,,,,"Black stone stamp-seal; cut on all faces; base: bull-bird, crescent, star; sides: winged bull, winged lion, hieroglyph; top: bird.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,stone,,,engraved,Diameter: 15.50 millimetres; Length: 23 millimetres,Inscription type: inscription,,,Not on display,,,mythical figure/creature| planet/constellation|bird,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 303 (Lambert Collection Number),,,,
624,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2309,armenian,armenia,stamp-seal,,,,,,"Stamp seal, bell shaped with loop at top for suspension; mottled green stone; face engraved with depiction of kneeling figure in long robe holding up horned animal on each side.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,stone,,,engraved,Diameter: 13.50 millimetres; Length: 25 millimetres,,,,Not on display,,,mammal,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1223 (Lambert Collection Number),,,,
625,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2313,armenian,armenia,stamp-seal,,,,,,"Bronze stamp-seal, bell shaped, loop at top for suspension; standing quadruped with wings and plumed bird's head, rosette of dots in front and behind.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,copper alloy,,,cast,Height: 18.50 millimetres; Length: 9 millimetres; Width: 9 millimetres,,,,Not on display,,,mythical figure/creature,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1253 (Lambert Collection Number),,,,
626,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2312,armenian,armenia,stamp-seal,,,,,,"Stamp-seal, base of stamp cylinder (fire damaged?); stone(?); engraved with depiction of winged lion, three large dots and pattern consisting of four dots with lines.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,stone,,,engraved,Diameter: 17 millimetres; Length: 21.50 millimetres,,,,Not on display,,,mythical figure/creature,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1239 (Lambert Collection Number),,,,
627,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2316,armenian,armenia,stamp-seal,,,,,,"Stamp-seal, human foot with loop at ankle; translucent yellow stone; kneeling female in long robe above 'fleur-de-lis', hands raised to dropping ends of winged solar disc above, item above feet.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,stone,,,engraved,Height: 16 millimetres; Length: 25 millimetres; Width: 10 millimetres,,,,Not on display,,,,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1277 (Lambert Collection Number),,,,
628,"20,136,001.43","20,136,001.43",https://www.britishmuseum.org/collection/object/W_2013-6001-431,armenian,armenia,stamp-seal,,,,,,"Stamp-seal; translucent stone; flat oblong base, pillared back with declining diameter, pierced handle on top; side with three quarters grooved; base: walking horned quadruped, fillers.",,,,,,,Urartian,,Made in|Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran|Syrian Arab Republic,"39,35|40.25,45|32,53|35,38",archaic|archaic,,,stone,,,engraved,Height: 10 millimetres; Length: 20.50 millimetres; Width: 11 millimetres,,,,Not on display,,,mammal,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 3684 (Lambert Collection Number),,,,
629,"20,136,001.84","20,136,001.84",https://www.britishmuseum.org/collection/object/W_2013-6001-843,armenian,armenia,stamp-seal,,,,,,"Tabloid stamp-seal, drilled top to bottom; soft grey/black stone; side a) standing horned quadruped with wings and fish tail, wedge filler below neck; side b) standing horned bull with wings, crescent in sky, tree below head.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,stone,,,engraved,Diameter: 21 millimetres; Height: 7 millimetres; Width: 17 millimetres,,,,Not on display,,,mythical figure/creature|mammal,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 830 (Lambert Collection Number),,,,
630,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2307,armenian,armenia,stamp-seal,,,,,,"Bronze stamp-seal with punched holes; side a) two winged quadrupeds with dot borders; side b) winged quadruped above object within dot border; side c) bovine head below objects, dot border; side d) unidentifiable objects in dot border; base: winged quadruped in dot border.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,copper alloy,,,cast,,,,,Not on display,,,mythical figure/creature,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1083 (Lambert Collection Number),,,,
631,"20,136,001.47","20,136,001.47",https://www.britishmuseum.org/collection/object/W_2013-6001-473,armenian,armenia,stamp-seal,,,,,,"Bifacial stamp-seal, oval with one face slightly convex, pierced from side-to-side; green and red stone; side a (flat): quadruped with bird's wing, neck and head; side b (convex): quadruped with bird's wing, neck and head.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,stone,,,engraved,Height: 11 millimetres; Length: 17 millimetres; Width: 21 millimetres,,,,Not on display,,,mythical figure/creature,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1359 (Lambert Collection Number),,,,
632,"20,136,001.23","20,136,001.23",https://www.britishmuseum.org/collection/object/W_2013-6001-2308,armenian,armenia,stamp-seal,,,,,,"Bifacial stamp-seal, with loop; bronze; side a) standing figure to right holding balances, seated figure to left, five strokes behind standing figure, two below balances, winged disc in sky; side b) figure seated on high-backed chair to right, facing standing figure to left, table between, table between, figures holding loop(?) over table and object in other hand, crescent and seven dots(?) above.",,,,,,,Urartian,,Made in|Made in|Made in,Republic of Turkey|Republic of Armenia|Islamic Republic of Iran,"39,35|40.25,45|32,53",?|archaic|?|?,,,copper alloy,,,cast,Height: 12.50 millimetres; Length: 21 millimetres; Width: 16 millimetres,,,,Not on display,,,,,,,,Bequeathed by: Prof Wilfred George Lambert,,,,2013,,,Middle East,,Miscellaneous number: 1186 (Lambert Collection Number),,,,
633,0.115552,115552,https://www.britishmuseum.org/collection/object/W_-115552,armenian,armenia,stamp-seal,,,,,,"Pale blue-grey chalcedony stamp-seal with oval, convex base and domed top; hole pierced longitudinally through near top; base engraved with merman surmounted by a piece of vegetation? in the field; very worn on sides; large patches of black and white deposits near top.",,,,,,,,,,,,,,,chalcedony,,,engraved; pierced,Diameter: 19 millimetres; Height: 23 millimetres,,,"Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert",Not on display,,Fair / poor; very worn on sides; large patches of black and white deposits near top.,mythical figure/creature| plant,,,,,,,,,,,,Middle East,115552,Miscellaneous number: 947 (exhibition number (later table case)); Miscellaneous number: 968 (exhibition number (early table case)),,,,
634,0.115611,115611,https://www.britishmuseum.org/collection/object/W_-115611,armenian,armenia,stamp-seal,,,,,,"Dark brown chalcedony? stamp-seal with white coating; oval, slightly convex base and domed top; hole pierced through near top; engraved on base with design of human figure with bucket and hand outstretched towards a cock standing on a pedestal or altar; above a crescent.",,,,,,,,,,,,,,,chalcedony,,,engraved; pierced,,,,"Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert; King 1866 / Antique Gems; King 1885 / A handbook of Engraved Gems; King 1872 / Antique Gems and Rings",Not on display,,,bird| religious object| sun/moon,,,,,,,,,,,,Middle East,115611,Miscellaneous number: 1007 (exhibition number (early table case)); Miscellaneous number: 993 (exhibition number (later table case)),,,,
635,"18,510,902.51",118871,https://www.britishmuseum.org/collection/object/W_1851-0902-507,armenian,armenia,statue,,,,,,"Carved magnesite statue of Ashurnasirpal II on reddish dolomite stand: the king stands bare-headed, without the royal crown. His hair is long, but his long and magnificent curled beard is more imposing than that which a courtier would have worn. The king's dress consists of a short-sleeved tunic on top of which a long fringed shawl has been fastened, covering most of his body below the waist; the shawl is drawn over the left arm, round the back, and then forwards over the right shoulder, to be secured to the belt in front. In his right hand he carries a ceremonial sickle of a kind which gods sometimes use for fighting monsters; the mace in his left hand symbolises the authority vested in him as vice-regent of the supreme god. An inscription is carved on his chest.",,,,Ashurnasirpal II,,,Neo-Assyrian,883BC-859BC,,,,,Temple of Ishtar Belit Mati,,magnesite; dolomite,,,carved,Height: 77.50 centimetres base ; Height: 113 centimetres statue ; Width: 56.50 centimetres base ; Width: 32 centimetres statue ; Depth: 37 centimetres base ; Depth: 15 centimetres statue,"Inscription type: inscription Inscription position: chest Inscription script: cuneiform Inscription note: Eight lines of text recording the king's name and titles, and stating that he had conquered all the region from the Tigris to Mount Lebanon and the Great Sea (i.e. the Mediterranean).","This is the only extant perfect Assyrian royal statue in the round. This statue of King Ashurnasirpal II was placed in the Temple of Ishtar Sharrat-niphi. It was designed to remind the goddess Ishtar of the king's piety. It is made of magnesite, and stands on a separate reddish dolomite or dolomitic limestone plinth. These unusual stones were probably brought back from a foreign campaign. Kings often boasted of the exotic things they acquired from abroad, not only raw materials and finished goods but also plants and animals. The king's hair and beard are shown worn long in the fashion of the Assyrian court at this time. It has been suggested that the Assyrians used false hair and beards, as the Egyptians sometimes did, but there is no evidence for this. 
Bibliography:
A. H. Layard, ‘A Second Series of the Monuments of Nineveh’ (London, 1853), pl. 52; 
Moulded as a commercially available cast (listed in the BM Facsimile Service, Catalogue of Replicas)","Fontan E ed 1994a / De Khorsabad a Paris: La decouverte des Assyriens; Curtis & Reade 1995a / Art and empire: treasures from Assyria in the British Museum; Grayson, ARI 2 / Assyrian Royal Inscriptions; Reade 1998b / Assyrian Sculpture; Layard A H 1853a / Discoveries in the ruins of Nineveh and Babylon, with travels in Armenia, Kurdistan and the desert; Budge 1914 / Assyrian Sculptures in the British Museum, Reign of Ashur-nasir-pal, 885-890 B.C; Layard A H 1849a / The monuments of Nineveh, from drawings made on the spot; Budge & King 1902a / Annals of the kings of Assyria; Grayson, RIMA 2 / Assyrian Rulers of the Early First Millennium BC, I (1114-859 BC); Paley S M 1976a / King of the World: Ashur-nasir-pal II of Assyria 883-859 B.C.; Strommenger 1970a / Die neuassyrische Rundskulptur; British Museum 2011a / Splendours of Mesopotamia",Not on display,"Exhibited:
2014 22 Sep - 2015 5 Jan, New York, The Metropolitan Museum of Art, 'Assyria to Iberia at the Dawn of the Classical Age' 
2013 22 June - 2014 6 Jan, Toronto, Royal Ontario Museum, 'Mesopotamia, Inventing Our World' 
2013 30 Jan-13 May, Museum of History, Hong Kong, 'The Wonders of Ancient Mesopotamia'
2012 4 May-7 Oct, Melbourne Museum, 'The Wonders of Ancient Mesopotamia'
2011 28 March-26 June, Abu Dhabi, Manarat Al Saadiyat, 'Splendours of Mesopotamia' 
2008 21 Sept-2009 4 Jan, Boston, MFA, 'Art and Empire'
2007 2 Apr-30 Sept, Alicante, MARQ Museum, 'Art and Empire'
2006 1 Jul-7 Oct, Shanghai Museum, 'Art and Empire'
2006 18 Mar-4 Jun, Beijing, Capital Museum, Treasures of the World's Cultures'
2005 27 Oct-2006 31 Jan, Haengso Museum, Keimyung University, Daegu, Treasures of the World's Cultures
2005 25 Jul-8 Oct, Busan Museum, Treasures of the World's Cultures
2005 11 Apr-10 Jul, Seoul Arts Centre, Treasures of the World's Cultures
2004 26 Jun-29 Aug, Niigata Bandaijima Art Museum, Treasures of the World's Cultures
2004 10 Apr-13 Jun, Fukuoka Art Museum, 'Treasures of the World's Cultures'
2004 17 Jan-28 Mar, Kobe City Museum, 'Treasures of the World's Cultures'
2003 18 Oct-14 Dec, Tokyo Metropolitan Art Museum, 'Treasures of the World's Cultures
1993 18 Nov-1994 15 Jan, France, Paris, Musée du Louvre, '150 ème Anniversaire de la Decouverte des Assyriens'
1991 9 Mar-7 May, Japan, Osaka, National Museum of Art, 'Treasures of the British Museum', cat. no.37
1991 5 Jan-20 Feb, Japan, Yamaguchi, Prefectural Museum of Art, 'Treasures of the British Museum', cat. no.37
1990 20 Oct-9 Dec, Japan, Tokyo, Setagaya Art Museum, 'Treasures of the British Museum', cat. no.37
1990 28 Jun-23 Sep, Australia, Melbourne, Museum of Victoria, 'Civilization: Ancient Treasures from the British Museum', cat no.9
1990 24 Mar-10 Jun, Australia, Canberra, National Gallery of Australia, 'Civilization: Ancient Treasures from the British Museum', cat no.9",Base and statue in two parts; numerous fissures near the base of the statue and a modern dowelled repair in the same area. Numerous old repairs to the base.,king/queen| arms/armour,Named in inscription & portrayed: Ashurnasirpal II,Named in inscription: Mediterranean;  Named in inscription: River Tigris;  Named in inscription: Mount Lebanon,,,,,,,1851,Found by Layard May 1850; despatched from the site June 1850; shipped from Basra March 1851 in the 'Fortitude'; arrived London August 1851.,,Middle East,118871,Miscellaneous number: NG.89 (ex Nimrud Gallery),,,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/1432450c_76f2_4cab_802c_a3bb015fd123/preview_00378533_001.jpg
